type_label,post_id,reply_id,comment_id,subject,content,author_id,author_nickName,public_time,follow_count,vote_count
2,1003498257,1013429347,,,"相同点:生命周期短，多采用播种繁殖
不同点:
一年生花卉生命周期为一年；春种秋开花；不耐寒。如:鸡冠花，万寿菊，矮牵牛，一串红等。二年生花卉生命周期跨两年；秋种，次年春夏开花；较耐寒，不耐高温。如:羽衣甘蓝，三色堇，石竹等。",1025395393,褔尔魔狮,1501049615748,0,0
2,1003498257,1013416863,,,"<span style=""-webkit-text-size-adjust: auto; background-color: rgba(255, 255, 255, 0);""  >相同点： 一、均是种子繁殖，系数大。</span>
<div><span style=""-webkit-text-size-adjust: auto; background-color: rgba(255, 255, 255, 0);""  >&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;二、生命周期短。&nbsp;</span>
</div>
<div><span style=""-webkit-text-size-adjust: auto; background-color: rgba(255, 255, 255, 0);""  >不同点是: 一年生花卉生命周期一年，春季播种，秋季开花结实，不耐寒； 二年生花卉的生命周期跨二年，秋季播种，翌年春夏开花，较耐寒（春化），不耐高温。&nbsp;</span>
</div>
<div><span style=""-webkit-text-size-adjust: auto; background-color: rgba(255, 255, 255, 0); color: rgb(0, 0, 0);""  >一年花卉：鸡冠花</span>
</div>
<div><span style=""-webkit-text-size-adjust: auto; background-color: rgba(255, 255, 255, 0); color: rgb(0, 0, 0);""  >二年生花卉：羽衣甘蓝、石竹</span>
</div>",1021176772,甜甜甜甜甜梦,1500958163146,0,1
2,1003498257,1013417787,,,<p>异同点：</p><p>相同点：生命周期短，多采用播种繁殖。</p><p>不同点：1、一年生花卉生命周期为一年，春季播种，秋季开花，不耐寒</p><p>2、二年生花卉生命周期跨二年，秋季播种，翌年春夏开花、较耐寒（春化）、不耐高温</p><p>代表种类万寿菊、矮牵牛、一串红。</p><p><br ></p>,12828910,哇咔咔呀,1500954454013,0,1
2,1003498257,1013419596,,,<p>相同点：<br ></p><p>生命周期短，多采用播种繁殖。</p><p>一、二年生花卉多由种子繁殖，具有繁殖系数大、自播种到开花所需时间短、经营周转换快等优点，但也有花期短、管理烦、用功多等缺点。</p><p>一、二年生花卉为花坛主要材料，或在花境中依不同花色成群种植，也可植于窗台花池、门廊栽培箱、吊篮、旱墙、铺装岩石间以及岩石园，还适于盆栽和用作切花。</p><p><br ></p><p>不同点：</p><p>一般春季播种，夏秋开花结实，入冬前死亡，在一个或两个生长周期内完成其生活史，一个生长周期内完成生活史为一年生花卉，两个生长周期内完成生活史为二年生花卉。</p><p>（1）一年生花卉多数种类原产于热带或亚热带，一般不耐0℃以下低温。</p><p>依其对温度的要求分为：耐寒型花卉苗期耐轻霜冻，不仅不受害，在低温下还可继续生长；半耐寒型花卉遇霜冻受害甚至死亡；不耐寒型花卉原产热带地区，遇霜立刻死亡，生长期要求高温。</p><p>一年生花卉多数喜阳光和排水良好而肥沃的土壤。花期可以通过调节播种期、光照处理或加施生长调节剂进行促控。</p><p>（2）二年生花卉是指生活周期经两年或两个生长季节才能完成的花卉，即播种后第一年仅形成营养器官，次年开花结实而后死亡，如美国石竹、紫罗兰、桂竹香、绿绒蒿等。典型的二年生花卉第一年进行大量的生长，并形成贮藏器官。它与冬性一年生花卉的区别是冬性一年生花卉为苗期越冬，来春生长。二年生花卉中有些本为多年生，但作二年生花卉栽培，如蜀葵、三色堇、四季报春等。</p><p>二年生花卉多数原产于温带或寒冷地区，耐寒性较强，但不耐高温。常在秋季播种，能在露地越冬或稍加覆盖防寒越冬，翌年春夏开花。苗期要求短日照，在0~10℃低温下通过春化阶段，成长过程则要求长日照，并随即在长日照下开花。</p><p><br ></p><p>举例：</p><p>典型的一年生花卉，如鸡冠花、百日草、半支莲、凤仙花、千日红、山字草、翠菊、牵牛花等，园艺上认为有些虽非自然死亡，但为霜害杀死的也作一年生花卉，更有将播种后当年开花结实不论其死亡与否均作一年生花卉的，如藿香蓟、矮牵牛、金鱼草、美女樱、矢车菊、紫茉莉等。典型的二年生花卉有美国石竹、紫罗兰、桂竹香、绿绒蒿等。</p>,9556621,陆炜,1500949834638,0,1
2,1003498257,1013417450,,,"一年生花卉和二年生花卉的相同点是：
一是均是种子繁殖，系数大。二是生命周期短。
不同点是:
一年生花卉生命周期一年，春季播种，秋季开花结实，不耐寒；
二年生花卉的生命周期跨二年，秋季播种，翌年春夏开花，较耐寒（春化），不耐高温。
一年生花卉：鸡冠花、百日草、凤仙花 
二年生花卉：羽衣甘蓝、五彩石竹",1020005800,mao999,1500901151531,0,0
2,1003498257,1013414890,,,"一年生花卉和二年生花卉的相同点是：生命周期短，多采用 播种繁殖

不同点是一年生花卉，春季播种，秋季开花，不耐寒；而二年生花卉的生命周期跨二年，秋季播种，翌年春夏开花，较耐寒（春化），不耐高温。

一年生花卉：鸡冠花、百日草、凤仙花
二年生花卉：羽衣甘蓝、五彩石竹",1015821508,lokeshu,1500877565649,0,0
2,1003498257,1013415061,,,<p>一年生花卉和二年生花卉的相同点是：生命周期短，多采用 播种繁殖</p><p>不同点是一年生花卉，春季播种，秋季开花，不耐寒；而二年生花卉的生命周期跨二年，秋季播种，翌年春夏开花，较耐寒（春化），不耐高温。</p><p>&nbsp;</p><p>1、大花三色堇（Viola wittrockiana ）， 别名： 蝴蝶花、猫脸花，是堇菜科 堇菜属</p><p>多年生草本作二年生栽培</p><p>花侧向开放；花瓣1枚有距 ，2 2 枚具附属体；原种花常有 黄、白、紫三色 。现花色丰富 。 花期 12- 5 月 。应用 ：“ 花坛植物之后”，花色 瑰丽，株型低矮，适于春季花坛、花境、野趣园、 岩石园等 ，亦可盆栽观赏。</p><p>&nbsp;</p><p>2、羽衣甘蓝（Brassica oleracea var. acephala f. tricolor ），别名：叶牡丹、花菜，是十字花科 甘蓝属。</p><p>二年生花卉</p><p>叶缘呈细波状皱褶 ，外叶粉、蓝、绿色，内叶颜色丰富</p><p>&nbsp;</p><p>3、万寿菊（Tagetes erecta ），别名：臭芙蓉、臭菊，是菊科万寿菊属</p><p>一年生草本。</p><p>叶羽状全裂，有异味。头状花序单生；花黄色- 橙色；花期6 6- - 10 月。同属常见栽培种及变种：孔雀草。用于花坛、 花境或 作切花，矮生品种可盆栽观赏。</p><p><br ></p>,1028404703,mooc_angela,1500874444612,0,0
2,1003498257,1013415054,,,"一、二年生花卉异同点

相同点：生命周期短，多采用播种繁殖。

不同点：1、一年生花卉生命周期为一年，春季播种，秋季开花，不耐寒

2、二年生花卉生命周期跨二年，秋季播种，翌年春夏开花、较耐寒（春化）、不耐高温


代表种类：鸡冠花、万寿菊、孔雀草、矮牵牛、一串红。",1028392436,温暖的慕羲,1500874017251,0,0
2,1003498257,1013409488,,,<p>一、二年生花卉异同点</p><p>相同点：生命周期短，多采用播种繁殖。</p><p>不同点：1、一年生花卉生命周期为一年，春季播种，秋季开花，不耐寒</p><p>2、二年生花卉生命周期跨二年，秋季播种，翌年春夏开花、较耐寒（春化）、不耐高温</p><p><br ></p><p>代表种类：鸡冠花、万寿菊、孔雀草、矮牵牛、一串红。</p>,1018395310,遇我予我,1500813325578,0,0
2,1003498257,1013412326,,,<p>一、二年生花卉的异同点</p><p>相同点</p><p>生命周期短，多采用播种繁殖</p><p>不同点 <br >一年生花卉：生命周期为一年&nbsp; 春季播种，秋季开花&nbsp; 不耐寒<br >&nbsp;二年生花卉：生命周期跨二年 秋季播种，翌年春夏开花 较耐寒（春化），不耐 高温</p><p><br ></p><p>&nbsp;一串红</p><p>多年生亚灌木作一年生栽培。 叶对生，茎四棱。 总状花序，花2-6朵轮生； 花萼钟状，宿存，与花冠同色； 花期7-10月。</p><p>大花三色堇</p><p>多年生草本作二年生栽培。 花侧向开放；花瓣1枚有距，2枚具附属体；原种花常有黄、白、紫三 色。现花色丰富。花期12-5月。</p>,575936,caishuenbin,1500808225311,0,0
2,1003498257,1013409272,,,<p><br ></p><p>1、五一花卉：三色堇、雏菊、矮牵牛、紫罗兰、虞美人、瓜叶菊、金盏菊、万寿菊、一串红、四季秋海棠、非洲菊、醉蝶、白晶菊。</p><p>2、蓝色系：八仙花、紫玉兰 、木槿、 紫藤、大叶醉鱼草。（夏季开花）</p><p>3、种子质量：在我国只是种子的纯度、净度、水分、发芽率四项指标。</p><p>4、四大切花：月季、菊花、康乃馨（香石竹）、唐菖蒲。</p><p>5、十一花卉：蜀葵、大丽花 、一串红、早菊、雁来红、美人蕉、 秋菊。</p><p><br ></p><p><br ></p><p>1.一年生花卉大多为秋天播种，温度控制在15-20度。生长发育温度为20-25度。二年生花卉为春天播种。温度要求大于20度。生长发育温度要求30-35度。</p><p><br ></p><p>2.分为露地花卉。温室花卉。露地花卉是说在完全自然的情况下，完成所有的生长过程。温室花卉是需要经过人工培育原产于热带，亚热带，温带温暖地区的花卉。具体划分露天花卉一年生草本。2年生草本。多年生草本。园林树木，水生花卉。草坪。温室花卉具体分为，宿根花卉，木本花卉，棕榈科，兰科，蕨科。多肉多浆植物。球根植物。水生植物。</p><p><br ></p><p>3.根据植物的生物学特性确定适宜的播期。播种时期主要有如下几种（1） 春播：是种苗生产应用最广泛的季节，一般在3～4月份。一年生草本花卉、沙藏的木本花卉均可在春季播种。 （2） 秋播：多数二年生、多年生植物和园林树种都可在秋季播种，一些球根花卉也可在秋季播种，一般在9～10月份。适宜的秋播植物有：①休眠期长的植物，如红松、水曲柳、白蜡、椴树等；②种皮坚硬或大粒种子，如栎类、核桃楸、板栗、文冠果、山桃、山杏、榆叶梅等；③二年生草本花卉和球根花卉，如郁金香、三色堇等。（3） 夏播：在夏秋成熟而又不耐贮藏的种子，如杨柳、桑桦等，要随采随播。最好在雨后播种或播前浇透水，利于发芽，播后要保持土壤湿润，降低地表温度。夏播尽量提早，以使苗木在冬前充分木质化，以利安全越冬。 4） 冬播：冬播实际上是春播的提早、秋播的延续。在温室内一年四季都可播种。</p><p><br ></p>,4467823,山东聊城常滨,1500798622670,0,0
1,1003497266,,,为什么进行花卉分类,,1026419087,何燕红,1494935061378,73,3
2,1003497266,1013765698,,,<p>可以更好的认识它们的共性和如何栽培。</p>,11789681,billyumooc,1504116182468,0,0
2,1003497266,1013743414,,,<p>1、花卉种类繁多，习性多种多样，生态条件复杂，导致实际生产中栽培技术不一，如果不对花卉加以分类研究学习，花费众多的时间、人力、财力也不同研究学习完。</p><p>&nbsp; &nbsp; 2、尽管不同种类的花卉具有差异性，但某些花卉也具有相似的生物学特性和生态特性等，可将花卉分类学习、研究和应用。</p><p>&nbsp; &nbsp; 3、分类将便于学习、传播以及实际的生产需求。</p><p>综合分类：</p><p>&nbsp; &nbsp; 一二年生花卉、宿根花卉、球根花卉、水生花卉、木本花卉、室内观叶植物、兰科花卉、多浆植物、高山和岩生花卉、地被植物</p><p><br ></p>,1020979096,mooc1476279850119,1503972111281,0,0
2,1003497266,1013716296,,,<p>1、种类繁多，习性多，生态条件复杂，实际生产中栽培技术不一，如果不对花卉加以分类，花费众多的时间、财力也不同研究学习完。<br ></p><p>2、尽管不同种类的花卉有差异性，但某些花卉也具有相似的生物学特性和生态特性等，可将花卉分类学习、研究和应用。<br ></p><p>3、分类将便于学习、传播以及实际的生产需求。<br ></p><p>综合分类：</p><p>&nbsp;一二年生花卉、宿根花卉、球根花卉、水生花卉、木本花卉、室内观叶植物、兰科花卉、多浆植物、高山和岩生花卉、地被植物</p><p><br ></p>,1018881541,学号04428119,1503704151443,0,0
2,1003497266,1013707549,,,<p>答：花卉种类繁多，习性生态条件各不相同，对花卉的分类有利于化繁为简，便于科学家对花卉的研究，也能使大众更好的认识花卉。&nbsp;</p><p>&nbsp; &nbsp; 花卉的综合分类是华中农业大学包满珠教授带领的花卉学团队经过多年研究提出的综合分类法，有：一二年生花卉，兰科花卉，球根花卉，宿根花卉，室内观叶植物，多浆植物，水生花卉，高山和岩生花卉，木本花卉，地被植物这十种。</p>,1014574023,冷0_0月,1503631973470,0,1
2,1003497266,1013704452,,,<p>、花卉种类繁多，习性多种多样，生态条件复杂，导致实际生产中栽培技术不一，如果不对花卉加以分类研究学习，花费众多的时间、人力、财力也不同研究学习完。<br ></p><p>&nbsp; &nbsp; 2、尽管不同种类的花卉具有差异性，但某些花卉也具有相似的生物学特性和生态特性等，可将花卉分类学习、研究和应用。<br ></p><p>&nbsp; &nbsp; 3、分类将便于学习、传播以及实际的生产需求。<br ></p><p>综合分类：</p><p>&nbsp;&nbsp;&nbsp;&nbsp;一二年生花卉、宿根花卉、球根花卉、水生花卉、木本花卉、室内观叶植物、兰科花卉、多浆植物、高山和岩生花卉、地被植物</p><p><br ></p>,5329913,187017549qqcom,1503626990995,0,0
2,1003497266,1013708284,,,<p>1、花卉种类繁多，习性多种多样，生态条件复杂，导致实际生产中栽培技术不一，如果不对花卉加以分类研究学习，花费众多的时间、人力、财力也不同研究学习完。<br ></p><p>&nbsp; &nbsp; 2、尽管不同种类的花卉具有差异性，但某些花卉也具有相似的生物学特性和生态特性等，可将花卉分类学习、研究和应用。<br ></p><p>&nbsp; &nbsp; 3、分类将便于学习、传播以及实际的生产需求。<br ></p><p>综合分类：</p><p>&nbsp;&nbsp;&nbsp;&nbsp;一二年生花卉、宿根花卉、球根花卉、水生花卉、木本花卉、室内观叶植物、兰科花卉、多浆植物、高山和岩生花卉、地被植物</p><p><br ></p>,1023038467,木卿瑾心,1503590211413,0,0
2,1003497266,1013697227,,,<p>花的种类千千万万，如果对于每一种花都进行研究，耗费的时间</p><p>许多不同种类的花卉具有相似的生物学特性和生态环境。</p><p>便于传播和学习</p><p><br ></p>,1021593215,努力哦,1503548727766,0,0
2,1003497266,1013693146,,,<p>越了解越细分</p>,2011702,一朵奇之葩,1503535703115,0,0
2,1003497266,1013685140,,,"<p style=""margin: 0px; padding: 0px; line-height: normal;""  ><span style=""-webkit-text-size-adjust: auto; background-color: rgba(255, 255, 255, 0);""  >1、花卉种类繁多，习性多种多样，生态条件复杂，导致实际生产中栽培技术不一，如果不对花卉加以分类研究学习，花费众多的时间、人力、财力也不同研究学习完。<br /></span>
</p>
<p style=""margin: 0px; padding: 0px; line-height: normal;""  ><span style=""-webkit-text-size-adjust: auto; background-color: rgba(255, 255, 255, 0);""  >&nbsp; &nbsp; 2、尽管不同种类的花卉具有差异性，但某些花卉也具有相似的生物学特性和生态特性等，可将花卉分类学习、研究和应用。<br /></span>
</p>
<p style=""margin: 0px; padding: 0px; line-height: normal;""  ><span style=""-webkit-text-size-adjust: auto; background-color: rgba(255, 255, 255, 0);""  >&nbsp; &nbsp; 3、分类将便于学习、传播以及实际的生产需求。<br /></span>
</p>
<p style=""margin: 0px; padding: 0px; line-height: normal;""  ><span style=""-webkit-text-size-adjust: auto; background-color: rgba(255, 255, 255, 0);""  >综合分类：</span>
</p>
<p style=""margin: 0px; padding: 0px; line-height: normal;""  ><span style=""-webkit-text-size-adjust: auto; background-color: rgba(255, 255, 255, 0);""  >&nbsp;&nbsp;&nbsp;&nbsp;一二年生花卉、宿根花卉、球根花卉、水生花卉、木本花卉、室内观叶植物、兰科花卉、多浆植物、高山和岩生花卉、地被植物</span>
</p>",1027945546,铜仁学院13张楷,1503388505235,0,0
2,1003497266,1013640045,,,<p>&nbsp; 1、花卉种类繁多，习性多种多样，生态条件复杂，导致实际生产中栽培技术不一，如果不对花卉加以分类研究学习，花费众多的时间、人力、财力也不同研究学习完。<br ></p><p>&nbsp; &nbsp; 2、尽管不同种类的花卉具有差异性，但某些花卉也具有相似的生物学特性和生态特性等，可将花卉分类学习、研究和应用。<br ></p><p>&nbsp; &nbsp; 3、分类将便于学习、传播以及实际的生产需求。<br ></p><p>综合分类：</p><p>&nbsp;&nbsp;&nbsp;&nbsp;一二年生花卉、宿根花卉、球根花卉、水生花卉、木本花卉、室内观叶植物、兰科花卉、多浆植物、高山和岩生花卉、地被植物</p><p><br ></p>,1024358964,HZAU2015306201732,1502962559259,0,0
2,1003497266,1013618809,,,<p>花卉种类繁多，人们不可能逐一认识；各种花卉适应的生态习性不同，所种植区域的生态环境条件复杂，导致每一种花卉的栽培技术不一，增加了花卉栽培和应用的难度。对众多的花卉进行分类，有助于化繁为简，便于人们更好地认识花卉，从而达到灵活种植和应用花卉的目的。</p><p>为了将分类方法简单化，最后形成一个统一的分类方法，便于后期的学习，华中农业大学包满珠教授带领的花卉学团队经过多年研究提出了花卉综合分类法，即将多种分类方法融合成一种分类方法，将花卉分为10大类：一二年生花卉、宿根花卉、球根花卉、室内观叶植物、多浆植物、兰科花卉、水生花卉、高山和岩生花卉、木本花卉、地被植物。</p>,2637595,君子若容,1502870700929,0,0
2,1003497266,1013594278,,,<p>&nbsp;种类繁多习性不同需要分类</p>,1028081536,布恩迪亚-奥雷里亚诺,1502677837646,0,0
2,1003497266,1013529319,,,<p>分类原因：</p><p>&nbsp; &nbsp; 1、花卉种类繁多，习性多种多样，生态条件复杂，导致实际生产中栽培技术不一，如果不对花卉加以分类研究学习，花费众多的时间、人力、财力也不同研究学习完。<br ></p><p>&nbsp; &nbsp; 2、尽管不同种类的花卉具有差异性，但某些花卉也具有相似的生物学特性和生态特性等，可将花卉分类学习、研究和应用。<br ></p><p>&nbsp; &nbsp; 3、分类将便于学习、传播以及实际的生产需求。<br ></p><p>综合分类：</p><p>&nbsp;&nbsp;&nbsp;&nbsp;一二年生花卉、宿根花卉、球根花卉、水生花卉、木本花卉、室内观叶植物、兰科花卉、多浆植物、高山和岩生花卉、地被植物</p>,5319743,gududebeiyan,1502026543374,0,0
2,1003497266,1013524945,,,<p>确定生长属性，便于管理</p>,1020297297,一介半丁,1502007889317,0,0
2,1003497266,1013523571,,,<p>分类有助于辨认，培养。</p><p>综合分类为一二年生花卉，宿根花卉，球根花卉，室内观叶植物，多浆植物，兰科花卉，水生花卉，高山和岩生花卉，木本花卉，地被植物。</p>,1019726099,八玉mooc,1501987584079,0,0
2,1003497266,1013520394,,,<p>分类原因：</p><p>&nbsp; &nbsp; 1.花的种类千千万万，如果对于每一种花都进行研究，耗费的时间和精力是巨大的。<br ></p><p>&nbsp; &nbsp; 2.许多不同种类的花卉具有相似的生物学特性和生态环境。<br ></p><p>&nbsp; &nbsp; 3.便于传播和学习。<br ></p><p>综合分类;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;一二年生花卉、宿根花卉、球根花卉、水生花卉、木本花卉、室内观叶植物、兰科花卉、多浆植物、高山和岩生花卉、地被植物</p><p><br ></p>,1016575388,高慧宇2015306201730,1501947061295,0,0
2,1003497266,1013519267,,,<p><strong>进行花卉分类的原因：</strong></p><p>1、花卉种类繁多，不可能逐一进行认识；<br ></p><p>2、花卉习性多样；</p><p>3、种植区域的生态环境条件复杂；</p><p>4、每一种花卉的栽培技术不一，增加了花卉的栽培和应用难度。</p><p>对众多的花卉进行分类，有助于化繁为简，便于人们更好的认识花卉，从而达到灵活种植和应用花卉的目的。</p><p><strong>花卉综合分类：</strong><br ></p><p>华中农业大学包满珠教授带领的花卉学团队经过多年的研究提出了综合分类法，即将各种分类方法融合成一种分类方法，将花卉分为10大类：</p><p>一二年生花卉、宿根花卉、球根花卉、室内观叶植物、多浆植物、兰科花卉、水生花卉、高山和岩生花卉、木本花卉、地被植物。<br ></p><p>（chy754236396于2017.08.05 20:55）</p>,1024975560,chy754236396,1501937769474,0,0
2,1003497266,1013524064,,,<p>进行花卉分类的原因，是能便于了解和研究，更好的栽培</p><p>&nbsp;综合分类有十种:一二年生花卉，宿根花卉，球根花卉，室内观叶植物，多浆植物，兰科花卉，水生花卉，高山和岩生花卉，木本花卉，地被植物。</p>,1017786147,viemf,1501930165483,0,0
2,1003497266,1013515950,,,<p>花卉种类繁多且生长习性不同，便于更好地认识，栽培，管理，营销和观赏花卉</p><p>综合分类：一二年生花卉，宿根花卉，球根花卉，室内观叶植物，多浆植物，兰科花卉，水生花卉，高山和岩生花卉，木本花卉和地被植物。</p><p><br ></p>,3250338,诗欣雨,1501921550209,0,0
2,1003497266,1013517611,,,<p>便于更好的栽培管理</p>,1025616473,mooc1490666562013,1501907843590,0,0
2,1003497266,1013517482,,,<p>分类原因：</p><p>&nbsp; &nbsp; 1.花的种类千千万万，如果对于每一种花都进行研究，耗费的时间和精力是巨大的。<br ></p><p>&nbsp; &nbsp; 2.许多不同种类的花卉具有相似的生物学特性和生态环境。<br ></p><p>&nbsp; &nbsp; 3.便于传播和学习。<br ></p><p>综合分类;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;一二年生花卉、宿根花卉、球根花卉、水生花卉、木本花卉、室内观叶植物、兰科花卉、多浆植物、高山和岩生花卉、地被植物</p>,1017155345,xmupg36120201150376杨润青,1501902093226,0,0
2,1003497266,1013518330,,,"便于了解和研究，从而更好地管理和种植。
<div><span style=""-webkit-text-size-adjust: auto; background-color: rgba(255, 255, 255, 0);""  >综合分类为：一二年生花卉、宿根花卉、球根花卉、水生花卉、木本花卉、室内观叶植物、兰科花卉、多浆植物、高山和岩生花卉、地被植物</span>
    <br />
</div>",1017244107,蘭舟,1501894223545,0,0
2,1003497266,1013518226,,,<p>方便研究，学习，栽培&nbsp;</p>,1018275413,忺忺,1501858855357,0,0
2,1003497266,1013502972,,,<p>分类的原因是便于了解和掌握花卉植物，能够更好的栽培管理。</p><p><br ></p><p>综合分类;一二年生花卉、宿根花卉、球根花卉、水生花卉、木本花卉、室内观叶植物、兰科花卉、多浆植物、高山和岩生花卉、地被植物</p>,6331623,房地产大亨,1501836407015,0,1
2,1003497266,1013505937,,,<p>分类的原因是便于了解和掌握花卉植物，能够更好的栽培管理。</p><p><br ></p><p>综合分类;一二年生花卉、宿根花卉、球根花卉、水生花卉、木本花卉、室内观叶植物、兰科花卉、多浆植物、高山和岩生花卉、地被植物</p>,1028219494,溺堑,1501835829225,0,0
2,1003497266,1013506729,,,<p>花卉种类繁多，为便于办理和栽培故而进行分类。</p>,1026064739,mooc1492058759857,1501825264026,0,0
2,1003497266,1013501411,,,"花卉种类繁多，进行分类可以根据不同的需求，进行科学的管理，栽培。
综合分类可分为，一二年生花卉，宿根花卉，球根花卉，室内观叶植物，多浆植物，兰科花卉，水生花卉，高山和岩生花卉，木本花卉，地被植物",1020113245,HZAU_2015308200507,1501809602227,0,0
2,1003497266,1013505351,,,<p>&nbsp; &nbsp; 分类原因：我国地域辽阔，南北地跨热温寒三带，形成花卉种类繁多，习性多样，形态各异，生态条件复杂，栽培技术不一，习性各不相同。为了便于识别和生产管理，需要对花卉进行分类。</p><p>&nbsp; &nbsp; 花卉综合分类：按植物学分类：科、属、种；按观赏部位分类：观花、观果、观叶、观茎、芳香；按环境条件分类：(1)水分：水生、湿生、旱生、中生花卉 （2）温度：耐热、喜温、中热、喜凉、耐寒花卉 （3）光照：光、强、阳性、中性、阴性花卉 （4）光周期：长日照、短日照、日中性花卉；（5）按用途：切花类、盆花类、地栽类（6）按形态：草本、木本（7）按栽培类型：露地花卉、温室盆栽观叶植物、温室盆花。切花、切叶、干花和其他（8）安原产地：Miller和冢本氏、世界七大气候型。</p><p><br ></p>,1028176230,星星mooc323,1501807762752,0,0
2,1003497266,1013492471,,,<p>花卉种类繁多进行分类便于管理</p><p>一二年生花卉，宿根花卉，球根花卉，室内观叶植物，多浆植物，兰科花卉，水生花卉，高山和岩生花卉，木本花卉，地被植物</p>,1022794987,丿沉默,1501727821990,0,0
2,1003497266,1013483748,,,"进行花卉分类的原因，是因为花卉种类太多，不进行系统的分类，人们对花卉认识不清，难以进行研究，产生模糊认识。
综合分类有十种:一二年生花卉，宿根花卉，球根花卉，室内观叶植物，多浆植物，兰科花卉，水生花卉，高山和岩生花卉，木本花卉，地被植物。",1027922510,xishqqcao,1501678215384,0,0
2,1003497266,1013480991,,,进行花卉分类的原因：我国地域辽阔，南北差异较大，花卉种类繁多，进行分类便于人们更好的认识和研究花卉。花卉综合分类：按植物学分类：科、属、种；按观赏部位分类：观花、观果、观叶、观茎、芳香；按环境条件分类：(1)水分：水生、湿生、旱生、中生花卉 （2）温度：耐热、喜温、中热、喜凉、耐寒花卉 （3）光照：光、强、阳性、中性、阴性花卉 （4）光周期：长日照、短日照、日中性花卉；（5）按用途：切花类、盆花类、地栽类（6）按形态：草本、木本（7）按栽培类型：露地花卉、温室盆栽观叶植物、温室盆花。切花、切叶、干花和其他（8）安原产地：Miller和冢本氏、世界七大气候型。,1027195908,小cmooc25,1501648308185,0,0
2,1003497266,1013477721,,,<p>花卉是个大概念，包含太多，因此需要分门别类，不仅是研究需要，也是生产要求。</p><p>花卉可以分为：一二年生花卉，宿根花卉，球根花卉，室内观叶植物，多浆植物，兰科花卉，水生花卉，高山和岩生花卉，木本花卉，地被植物。</p><p><br ></p>,1019495260,悠果农艺,1501634788897,0,0
2,1003497266,1013482074,,,<p>花卉种类太多了，不分类的话大家都搞不懂什么是什么了。分类了就便于研究和交流了。</p><p>花卉可以分为：一二年生花卉，宿根花卉，球根花卉，室内观叶植物，多浆植物，兰科花卉，水生花卉，高山和岩生花卉，木本花卉，地被植物。<br ></p>,1014992068,知足常乐者,1501588284183,0,0
2,1003497266,1013478082,,,<p>花卉种类繁多，进行分类能够帮助大家更好的认识和学习花卉，同时推动市场经济发展。</p><p>综合分类:一二年生花卉，宿根花卉，球根花卉，室内观叶植物，多浆植物，兰科花卉，水生花卉，高山和岩生花卉，木本花卉，地被植物。</p>,10714499,卩丬Your绘梨衣er,1501578671742,0,1
2,1003497266,1013477040,,,花卉种类繁多，习性各异，为了便于花卉的识别，繁殖栽培管理与应用，要对花卉进行分类；花卉的综合分类为：一二年生花卉、宿根花卉、球根花卉、室内观叶植物、木本花卉、水生花卉、兰科花卉、高山和岩生及多浆类和地被植物,1023676334,我是青年但不文艺,1501577000909,0,0
2,1003497266,1013465425,,,<p>花卉种类繁多，便于识别。</p>,1914283,完美如水,1501487486692,0,0
2,1003497266,1013465381,,,"进行花卉的分类原因：我国地域辽阔，南北地跨热温寒三带，形成花卉种类繁多，习性多样，形态各异，生态条件复杂，栽培技术不一，习性各不相同。为了便于识别和生产管理，需要对花卉进行分类。

花卉综合分类：按植物学分类：科、属、种；按观赏部位分类：观花、观果、观叶、观茎、芳香；按环境条件分类：(1)水分：水生、湿生、旱生、中生花卉 （2）温度：耐热、喜温、中热、喜凉、耐寒花卉 （3）光照：光、强、阳性、中性、阴性花卉 （4）光周期：长日照、短日照、日中性花卉；（5）按用途：切花类、盆花类、地栽类（6）按形态：草本、木本（7）按栽培类型：露地花卉、温室盆栽观叶植物、温室盆花。切花、切叶、干花和其他（8）安原产地：Miller和冢本氏、世界七大气候型。",1027218340,郭三岁mooc1,1501486519338,0,1
2,1003497266,1013469231,,,<p>便于认识栽培利用</p>,1016099538,深知梦,1501485221921,0,0
2,1003497266,1013466020,,,<p>花卉种类繁多，习性各异，为了便于花卉的识别，繁殖栽培管理与应用，要对花卉进行分类；花卉的综合分类为：一二年生花卉、宿根花卉、球根花卉、室内观叶植物、木本花卉、水生花卉、兰科花卉、仙人掌及多浆类</p>,4044303,0080014,1501474541010,0,0
2,1003497266,1013459599,,,花卉种类繁多，进行分类能够帮助大家更好的认识和学习花卉，同时推动市场经济发展。,1026334881,武汉职业技术学院梁兰芳,1501425187853,0,0
2,1003497266,1013463500,,,<p>为了好研究</p>,2344165,案山子,1501424702648,0,0
2,1003497266,1013457836,,,花卉分类，可以划分消费喜好，并作为推广品种，而被冷落的种类，是否应该挖掘其文化内涵，让市场能形成多元的消费，而不是只限于单一品种的开发。,1024827533,向小明,1501369208279,0,0
2,1003497266,1013458710,,,对花卉进行分类，有助于花卉的工业化生产。对于相同类型的花卉可以采用集约化生产，降低成本，提高市场竞争力。,1018165568,UNIX10,1501335591212,0,0
